url	titolo_originale	titolo_inglese	casa_ed	nazionalità	disegni	storia	categoria	genere	anno	volumi	stato_patria	stato_ita	disponibilità	valutazione	opinioni	serializzato	tag	utenti	trama	manga
https://www.animeclick.it/manga/22039/aratama-tribe	Aratama Tribe	Aratama Tribe	Kodansha	Giappone	Ryuuji Gotsubo	Ryuuji Gotsubo	Shoujo	Azione  Fantastico  Horror  Soprannaturale  Storico	2007	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Beans Ace	Demoni  Ninja  Cacciatori-di-demoni  Benda-oculare  Protagonista-arrogante  finale-affrettato  Polizia-Poliziotti  umano-diventa-mostro	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere	"['Trama: La storia è ambientata in un passato fittizio in cui il mondo è sempre più invaso e corrotto dai demoni; per contrarstarli vengono istituite square di ""Onmyoukidou"", i nemici naturali del caos e dei demoni stessi. Abe è un volenteroso Onmyoukidou impiegato nella seconda divisione di difesa contro i demoni: con grande gioia di Abe, per far fronte alla carenza di personale nella squadra, vengono assunti due nuovi aiutanti. I due, in realtà, si rivelano essere più imprevedibili del previsto... Insieme dovranno trovare un modo per difendere la città dai demoni - e, perchè no, per recuperare terreno nei confronti della ben più popolare squadra della prima divisione.']"	ARATAMA TRIBE
https://www.animeclick.it/manga/10788/arcana	Arcana	Arcana	Daiwon	Corea del Sud	So-Young Lee	So-Young Lee	Shoujo  Manhwa	Drammatico  Fantasy  Magia  Sentimentale	2003	11	completato	completato	Flashbook Edizioni (compralo su Amazon.it)	6,667   (#4531 in manga) (4 valutazioni con 2 recensioni)	0  0  0 - 0,00% promosso	Issue	Draghi  Reincarnazione  incesto  Elfi  Immortalità  Maghi  Comunicazione-con-animali	1 In lettura, 28 Completo, 2 Pausa, 1 Sospeso, 0 Da rileggere, 15 Da leggere - drop rate: 3,13%	"[""Trama: Quando la giovane Einas, suo nonno e il fido cane Swod giungono alle porte di un villaggio, la neve sta cadendo candida. Gli abitanti del luogo sono però convinti che l'inatteso cambiamento climatico sia foriero di cattivi presagi, e presto anche la stessa Einas si persuade che qualcosa di terribile sta per accadere. In questa situazione Einas incontra il fascinoso Yullen, misterioso personaggio che parla una lingua diversa (ma che la fanciulla riesce comunque a intendere) e che decide di prendersi cura di lei. Ma ecco entrare in scena un altro personaggio, che nutre un particolare interesse per la collana di Einas. Trama dell'editore italiano, Flashbook Edizioni.""]"	ARCANA
https://www.animeclick.it/manga/12477/arcana-famiglia	La storia della Arcana Famiglia	The Story of the Arcana Family	ASCII Media Works	Giappone	RURU	HuneX	Shoujo	Azione  Commedia  Reverse-harem  Sentimentale  Soprannaturale	2011	4	completato	inedito	Nessuna	5,833   (#5191 in manga) (2 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Sylph	mafia  Abilità-speciali  incesto	5 In lettura, 4 Completo, 0 Pausa, 2 Sospeso, 1 Da rileggere, 47 Da leggere - drop rate: 16,67%	"['Trama: L’Arcana Famiglia è un’organizzazione che possiede misteriosi poteri, impiegati al fine di proteggere una piccola isola del mediterraneo dai pirati, dall’invasione straniera e da ogni sorta di altra inaspettata minaccia. Felicità, l’unica figlia del capo, il ""Papà"", deve sposarsi per determinare il successore, che capeggerà la famiglia. Per scegliere il suo degno consorte, Felicità indice una competizione, che durerà due mesi, a cui lei stessa prenderà parte.']"	ARCANA FAMIGLIA
https://www.animeclick.it/manga/14580/are-nochi-kareshi	Are ← Nochi Kareshi	Are: After Boyfriend	Shogakukan	Giappone	Yuki Shiraishi	Yuki Shiraishi	Shoujo	Commedia  Cucina  Scolastico  Sentimentale	2011	1	completato	inedito	Nessuna	6,900   (#3785 in manga) (2 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Sho-Comi Zoukan	Fraintendimenti-Incomprensioni  Natale  Aspetto-diverso-dalla-personalità  Cambiamento-aspetto-fisico  san-valentino  Protagonista-fraintesa  Da-non-popolare-a-popolare	0 In lettura, 26 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 17 Da leggere - drop rate: 3,70%	"[""Trama: Può una ragazza carina ma allo stesso tempo incompresa da tutti trovare un ragazzo di bell'aspetto e super popolare? Beh, certamente! Perché i miracoli di natale esistono!""]"	ARE: AFTER BOYFRIEND
https://www.animeclick.it/manga/14675/aremoshitai-koremoshitai	Aremoshitai, Koremoshitai	Aremoshitai Koremoshitai	Kodansha	Giappone	Kanae Hazuki	Kanae Hazuki	Shoujo	Sentimentale  Smut	2007	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Dessert	Amici-che-si-innamorano  Confessioni	0 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 11 Da leggere - drop rate: 0,00%	"[""Trama: Asuka e Yuu sono buoni amici dalla prima superiore. Quando Yuu confessa all'improvviso i suoi sentimenti per lei, il loro rapporto rischia di cambiare.""]"	AREMOSHITAI, KOREMOSHITAI
https://www.animeclick.it/manga/12827/arisa	Arisa	Arisa	Kodansha	Giappone	Natsumi Andō	Natsumi Andō	Shoujo	Drammatico  Mistero  Psicologico  Scolastico  Sentimentale	2009	12	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Nakayoshi	identità-segreta  Gemelli  Culto  Tentato-suicidio  Suicidio  Telefono-cellulare	0 In lettura, 7 Completo, 0 Pausa, 3 Sospeso, 0 Da rileggere, 27 Da leggere - drop rate: 30,00%	"[""Trama: Tsubasa ed Arisa sono due gemelle che a causa della separazione dei due genitori vivono separate dall'età di 12 anni, tuttavia i loro rapporti rimangono ancora ben saldi, infatti le due sorelle si scrivono molte lettere. Dopo 3 anni decidono di rivedersi ma cosa accade... i rapporti sembrano non essere dei più rosei....perchè?""]"	ARISA
https://www.animeclick.it/manga/10828/ark-angels	Ark Angels	Ark Angels	TokyoPop	Corea del Sud	Sang Sun Park	Sang Sun Park	Shoujo  Manhwa	Fantasy  Scolastico  Sentimentale  Soprannaturale	2005	3	completato	completato	JPOP (compralo su Amazon.it)	7,119   (#2455 in manga) (3 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Nakayoshi	animali  Simbolismo  finale-affrettato  creature-magiche  crossdressing  dimensioni-mondi-universi-paralleli	2 In lettura, 8 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 11 Da leggere - drop rate: 0,00%	"[""Trama: Tre sorelle di un'altra dimensione giungono sulla Terra per salvare le creature da un'imminente estinzione. Le giovani, emerse dalle acque del lago di una leggendaria foresta, potranno contare sulle loro abilità magiche per fronteggiare le oscure minacce intenzionate a fermare questa nobile missione, ma dovranno anche adattarsi ai ritmi terrestri e alla vita di tutti i giorni. Avventure scolastiche, incontri, amori, magie, umorismo e situazioni fantastiche saranno la melodia perfetta per scandire il ritmo dei tre volumi di Ark Angels. Trama dell'editore italiano JPOP.""]"	ARK ANGELS
https://www.animeclick.it/manga/11241/arrenditi-prof	M no yoromeki	Emu no yoromeki	Shogakukan	Giappone	Mayumi Yokoyama	Mayumi Yokoyama	Shoujo	Commedia  Raccolta  Scolastico  Sentimentale	2003	1	completato	completato	Flashbook Edizioni (compralo su Amazon.it)	6,227   (#5053 in manga) (7 valutazioni con 0 recensioni)	5  0  0 - 100,00% promosso	Betsucomi	Relazione-professore-studente  Narcisismo	1 In lettura, 57 Completo, 0 Pausa, 0 Sospeso, 1 Da rileggere, 17 Da leggere - drop rate: 0,00%	"[""Trama: Narumi, il bellissimo e narcisista prof di chimica di un liceo femminile, è il protagonista di “Arrenditi, prof!”. Tutte le sue studentesse impazziscono per lui, o meglio, tutte tranne una: Yuri, ragazza dotata di gambe da cerbiatta e di un carattere da peperino che sembrano essere proprio i “punti deboli” del bizzarro insegnante! Quando Narumi inizia a ricevere delle misteriose lettere minatorie i sospetti cadono proprio su Yuri, che sarà così costretta ad aiutarlo per smascherare la vera colpevole. In “I love high school” la fusione tra un liceo femminile e uno maschile genera grande caos e lotte tra le studentesse, che coltivano sogni d’amore, e gli studenti, che preferirebbero continuare a dedicarsi serenamente e seriamente all’apprendimento. Saranno i rappresentanti di queste due fazioni a ristabilire la pace nella scuola, dando a tutti il “buon esempio”! Monako è costretta dai suoi genitori a trascorrere l’estate nello stabilimento balneare di famiglia, in un paesino della costa. Onigiri, “l’amabile diavoletto”, è conosciuto in tutto il paese per le sue bravate e il suo irrefrenabile slancio verso il gentil sesso. Riuscirà almeno Monako a resistergli? Senri, una liceale alla ricerca del vero amore, è la protagonista di “Nervous”. Una dea dell’amore alquanto pasticciona la aiuta in questa ricerca, per scoprire che a volte non serve spingersi troppo lontano… Dalla sfrenata e irriverente fantasia della sempre più amata Yokoyama Mayumi, arriva l'imperdibile appuntamento con l'ultimo dei volumi di one-shot che ci raccontano gli esordi dell'autrice di B-Girls e Galism! Trama tratta dall'editore italiano Flashbook Edizioni.""]"	ARRENDITI, PROF!
https://www.animeclick.it/manga/10083/arrivare-a-te	Kimi ni Todoke	From Me to You	Shueisha	Giappone	Karuho Shiina	Karuho Shiina	Shoujo	Commedia  Scolastico  Sentimentale	2006 - 2018	30	completato	completato	Star Comics (compralo su Amazon.it)	8,210   (#135 in manga) (57 valutazioni con 23 recensioni)	641  24  13 - 96,25% promosso	Bessatsu Margaret	kodansha-manga-awards  Protagonista-impacciata  Amici-che-si-innamorano  Opera-vincitrice-di-premi  Protagonista-maschile-popolare	286 In lettura, 81 Completo, 33 Pausa, 40 Sospeso, 2 Da rileggere, 191 Da leggere - drop rate: 9,05%	['Trama: Sawako Kuronuma, con i suoi lunghi capelli neri, la sua carnagione esangue e la sua voce lugubre sembra proprio uscita da un film dell’orrore: non a caso è stata ribattezzata, fin dalle elementari, “Sadako”, come la protagonista di The Ring. Al suo passaggio tutti fuggono in preda allo spavento e si mormora che non solo la ragazza sia in grado di vedere i fantasmi ma anche che a chi incontra il suo sguardo per più di dieci secondi succeda poi qualcosa di terribile. Peccato che Sawako sia in realtà una ragazza molto timida, gentile ed educata, che desidera solo essere di aiuto agli altri e farsi degli amici. Il suo modello ideale è Shouta Kazehaya, un ragazzo socievole e solare, dotato della naturale capacità di mettere a loro agio le persone, l’unico in tutta la scuola a chiamare Sawako con il suo vero nome e a salutarla di mattina, diventando così l’eroe della nostra protagonista... Trama tratta da Shoujo Manga Outline.', '', 'Note: nel 2008 il manga ha vinto il Kodansha manga award nella categoria shoujo.']	ARRIVARE A TE
https://www.animeclick.it/manga/28711/kimi-ni-todoke-bangai-hen-unmei-no-hito	Kimi ni Todoke Bangai-hen - Unmei no Hito	Kimi ni Todoke Bangai-hen - Unmei no Hito	Shueisha	Giappone	Karuho Shiina	Karuho Shiina	Shoujo	Commedia  Sentimentale  Slice of Life	2019	1	in corso	annunciato	Star Comics (compralo su Amazon.it)	0,000	0  0  0 - 0,00% promosso	Bessatsu Margaret	Relazione-a-distanza  Amicizia  Università-Studenti-universitari	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 17 Da leggere	['Trama: Raccolta di storie extra che si svolgono dopo la fine della serie regolare.']	ARRIVARE A TE - L'UOMO DEL DESTINO
https://www.animeclick.it/manga/14345/aru-hi-inu-no-kuni-kara-tegami-ga-kite	Aru Hi Inu no Kuni kara Tegami ga Kite	Aru Hi Inu no Kuni kara Tegami ga Kite	Shogakukan	Giappone	Sayuri Tatsuyama	Maruko Tanaka	Shoujo	Slice of Life	2012	11	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Ciao	cani	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere	"['Trama: Esiste un mondo chiamato ""mondo dei cani"" a cui tutti i cani possono fare visita. In questo mondo i cani ancora vivi si radunano per giocare e divertirsi, mentre i cani deceduti possono continuare a vivere felicemente.']"	ARU HI INU NO KUNI KARA TEGAMI GA KITE
https://www.animeclick.it/manga/14569/aruite-ikou	Aruite Ikou	Aruite Ikou	Kodansha	Giappone	Miwa Ueda	Miwa Ueda	Shoujo	Scolastico  Sentimentale	2012	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Friend	cani	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 14 Da leggere	"[""Trama: Aruite Iko ha per protagonista una dodicenne che, con il suo ingresso alle scuole medie, inizierà ad aver a che fare con le difficoltà tipiche di un'adolescente.""]"	ARUITE IKOU
https://www.animeclick.it/manga/12981/aru-itou	Aruitou	Love Moves Forward	Shueisha	Giappone	Nagamu Nanaji	Nagamu Nanaji	Shoujo	Commedia  Scolastico  Sentimentale	2011	11	completato	completato	Star Comics (compralo su Amazon.it)	6,588   (#4692 in manga) (10 valutazioni con 4 recensioni)	61  4  1 - 95,31% promosso	Margaret	Amici-di-infanzia  Amicizia  Personalità-falsa  Protagonista-maschiaccio	44 In lettura, 31 Completo, 4 Pausa, 8 Sospeso, 1 Da rileggere, 64 Da leggere - drop rate: 9,09%	"[""Trama: Su di una collina, in una città che conserva la propria antica bellezza, una nuova e dolce storia d'amore inizia... Il manga parla di Kuko, una ragazza che vive in un piccolo villaggio e non può contare sul supporto di sua madre, ormai defunta, per affrontare le sue prime avventure sentimentali. Ma Kuko è una ragazza solare e motivata, che affronta con determinazione la vita.""]"	ARUITO - MOVING FORWARD
https://www.animeclick.it/manga/17789/asa-ga-mata-kuru-kara	Asaga Mata Kurukara	Another Morning	Hakusensha	Giappone	Marimo Ragawa	Marimo Ragawa	Shoujo	Sentimentale  Slice of Life	2010	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Hana to Yume	Amici-di-infanzia  Amicizia  Personalità-falsa  Protagonista-maschiaccio	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere	['Trama: Suzu Ara è una donna di 20 anni che lavora in un negozio di wagashi. Un giorno, mentre va in bicicletta, ha una gomma a terra e viene avvicinata da un uomo solitario, Kouyou Usami, un meccanico che lavora nei paraggi. Incuriosita dal bouquet che ha in mano, si innamora della sua bella presenza...']	ASA GA MATA KURU KARA
https://www.animeclick.it/manga/15937/asa-made-matemasen	Asa Made Matemasen!	Asa Made Matemasen!	Hakusensha	Giappone	Meca Tanaka	Meca Tanaka	Shoujo	Commedia  Sentimentale  Slice of Life	2013	2	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Ane LaLa	donna-in-carriera  Mangaka  importante-rapporto-non-romantico  Competizioni-gare  industria-dei-manga  Manga-nel-manga	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere	"[""Trama: Due editor sono in costante battaglia per cercare di far sì che Inawashiro-sensei termini il suo manga entro la scadenza. Tra i due però, sembrano esserci scintille d'amore. Come andrà a finire?""]"	ASA MADE MATEMASEN!
https://www.animeclick.it/manga/20654/asa-made-motto	Asa Made, Motto.	Until Moring, More	Shogakukan	Giappone	Shin Yumachi	Shin Yumachi	Shoujo	Scolastico  Sentimentale  Smut	2005 - 2006	2	completato	inedito	Nessuna	6,600   (#4660 in manga) (1 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Cheese!	Amici-di-infanzia  Fraintendimenti-Incomprensioni  Triangolo-amoroso  gelosia  Stupro-violenza-sessuale  Gemelli  fratelli  Promessa-di-infanzia	0 In lettura, 3 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 2 Da leggere - drop rate: 0,00%	['Trama: Quando era piccola Aoi promise al suo vicino di casa Mitsuru, un bambino dolce e gentile, che da grandi si sarebbero sposati. Ora che è al liceo, Aoi continua a pensare a quella promessa, anche se poi non ha più visto Mitsuru che si era trasferito con la famiglia.', 'Come nelle favole, Mitsuru torna nella sua vita, ma con una sgradita compagnia: il suo gemello Ryo. Il quale, al contrario del fratello, è poco gentile, e si mette subito a molestare Aoi.', 'Chi dei due avrà la meglio nel cuore di Aoi?', '', '(Trama da Il Bazar di Mari)']	ASA MADE, MOTTO.
https://www.animeclick.it/manga/12613/asa-mo-hiru-mo-yoru-mo	Asamo Hirumo Yorumo	I Will Wait For You Backstage	Shogakukan	Giappone	Kotomi Aoki	Kotomi Aoki	Shoujo	Drammatico  Psicologico  Scolastico  Sentimentale	2002	2	completato	inedito	Nessuna	6,818   (#4027 in manga) (4 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Sho-Comi	Angoscia  Stupro-violenza-sessuale  Amante-possessivo  androfobia  Protagonista-maschile-si-innamora-per-primo  Festival-culturale  Protagonista-maschile-popolare  Protagonista-maschile-insistente	1 In lettura, 23 Completo, 0 Pausa, 2 Sospeso, 0 Da rileggere, 24 Da leggere - drop rate: 7,69%	['Trama: Shinobu è la tipica studentessa delle superiori con un atipico odio verso il genere maschile. Alle medie è stata violentata da un ragazzo e da allora non sopporta la vicinanza degli uomini. È sempre riuscita a celare la sua androfobia, ma i veri problemi inizino quando Yokomizu, un compagno di classe che assomiglia molto allo stupratore, le comincia ronzare insistentemente intorno, egli ignaro di tutto, è semplicemente innamorato della protagonista.']	ASA MO, HIRU MO, YORU MO.
https://www.animeclick.it/manga/10553/asakiyumemishi-the-tale-of-genji	Genji monogatari asakiyumemishi	Asaki yumemishi -The Tale of Genji	Kodansha	Giappone	Waki Yamato	Waki Yamato	Shoujo	Sentimentale  Storico	1979	13	completato	inedito	Nessuna	7,024   (#2951 in manga) (3 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Mimi	Basato-su-un-classico-della-letteratura  famiglia-reale  Epoca-Heian	1 In lettura, 2 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 12 Da leggere - drop rate: 25,00%	"['Trama: Adattamento a fumetti del celebre Genji Monogatari, il primo ""romanzo"" giapponese per importanza, risalente al XI secolo e scritto da Murasaki Shikibu. Ambientato durante l\'epoca Heian (794 - 1185), il Genji Monogatari è, come da titolo, la storia di Hikaru Genji, nobiluomo di straordinaria grazia e bellezza, e delle sue avventure galanti a corte.']"	ASAKIYUMEMISHI - THE TALE OF GENJI
https://www.animeclick.it/manga/15936/asami-sensei-no-himitsu	Asami-sensei no Himitsu	Asami-sensei no Himitsu	Kodansha	Giappone	Chika	Chika	Shoujo	Scolastico  Sentimentale	2014	4	completato	inedito	Nessuna	6,583   (#4693 in manga) (2 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Aria	Amici-di-infanzia  Triangolo-amoroso  Differenza-di-età  Bacio-rubato  Migliori-amici  Protagonista-maschile-si-innamora-per-primo  Segreti	1 In lettura, 8 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 10 Da leggere - drop rate: 10,00%	"[""Trama: Il professore ricorda ancora quella promessa d'amore, ma la sua giovane studentessa (nonché primo amore e amica d'infanzia), sembra averla dimenticata. Cercherà in ogni modo di farla ricordare...""]"	ASAMI-SENSEI NO HIMITSU
https://www.animeclick.it/manga/14597/asari-chan	Asari-chan	Asari-chan	Shogakukan	Giappone	Mayumi Muroyama	Mayumi Muroyama	Shoujo	Commedia  Slice of Life	1978	100	completato	completato	Nessuna	0,000	0  0  0 - 0,00% promosso	Shogaku Ninensei	Shogakukan-Manga-Award  cani  Opera-vincitrice-di-premi	0 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere - drop rate: 0,00%	"['Trama: I volumi sono formati da brevi storie incentrate su Asari, una ragazzina dispettosa, maschiaccio e vorace ma dal cuore innocente.', '', ""Note:Vincitore del 59° premio Shogakukan dell'anno 2014 nella categoria speciale. Nel 1985 il manga aveva già vinto lo stesso premio nella categoria bambini.""]"	ASARI-CHAN
https://www.animeclick.it/manga/29863/ashen-memories	Ashen Memories	Ashen Memories	Éditions H2T	Francia	Elena Toma	Elena Toma	Shoujo  JapStyle	Avventura  Fantascienza  Sentimentale	2019	1	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shogaku Ninensei	Shogakukan-Manga-Award  cani  Opera-vincitrice-di-premi	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"[""Trama: Elharm è un piccolo pianeta minerario al confine col regno di Vaxa. È qui che vive Néala, una giovane orfana che ha un problema: a causa di un trauma ha perdite di memoria a breve termine. Insieme a Cédric, anche lui orfano, vive al meglio le sue giornate finché un giorno Néala è obbligata a far ritorno nella casa dove è cresciuta, oramai in rovina. Nel vecchio laboratorio del padre attiverà uno strano marchingegno, liberando un'energia singolare, le Particelle Keller, attirando l'attenzione dell'esercito reale galattico. Per Néala sono finiti i giorni di pace.""]"	ASHEN MEMORIES
https://www.animeclick.it/manga/22616/ashita-no-3600-byou	Ashita no 3600-byou	"""Tomorrows 3600 seconds / Summer Color Trip"""	Shogakukan	Giappone	Risa Konno	Risa Konno	Shoujo	Commedia  Scolastico  Sentimentale  Soprannaturale	2015	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsucomi	tempio  Scuola-superiore  Salto-temporale  fratelli  Elementi-soprannaturali  loop-temporale	3 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 7 Da leggere - drop rate: 0,00%	['Trama: Durante la gita scolastica, Natsuho trova un piccolo tempio abbandonato. Dopo avergli fatto visita iniziano ad accaderle strane cose, come tornare indietro nel tempo. Ma ciò che è ancor più strano, è che quel lupo solitario di Kayano la fissa e la segue di continuo!']	ASHITA NO 3600-BYOU
https://www.animeclick.it/manga/13963/ashita-no-nadja	Ashita no Nadja	"""Tomorrows Nadja"""	Kodansha	Giappone	Yui Ayumi	Izumi Todo	Shoujo	Avventura  Drammatico  Sentimentale  Storico	2003	2	completato	inedito	Nessuna	6,667   (#4533 in manga) (4 valutazioni con 2 recensioni)	0  0  0 - 0,00% promosso	Nakayoshi	Orfani-orfanotrofio  viaggio  Regno-Unito-Inghilterra  Europa  Alla-ricerca-di-qualcuno	0 In lettura, 16 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 17 Da leggere - drop rate: 5,88%	['Trama: “Ashita no Nadja” racconta la storia di Nadja, una giovane ragazza che vive in un orfanotrofio in Inghilterra. Un giorno scopre che sua madre è ancora viva e si ritrova inseguita da alcuni strani uomini. Nadja, in fuga dall’orfanotrofio finisce per unirsi ad una truppa di circensi itineranti, con i quali viaggerà attraverso l’Europa alla ricerca della propria madre.']	ASHITA NO NADJA
https://www.animeclick.it/manga/28628/ashita-kimi-ni-suki-tte-iu	Ashita, Kimi ni Suki tte Iu.	"""Tomorrow, Ill say I love you."""	Shogakukan	Giappone	Non Tamashima	Non Tamashima	Shoujo	Scolastico  Sentimentale  Slice of Life	2018	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Koihana	Orfani-orfanotrofio  viaggio  Regno-Unito-Inghilterra  Europa  Alla-ricerca-di-qualcuno	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere	"[""Trama: L'appuntamento segreto tra Suwa, insegnante d'inglese, e Anna è stato svelato da Hasegawa. Il ragazzo è innamorato di una studentessa popolare e chiede ad Anna alcuni consigli per uscire con lei. Ma Anna si rifiuta di aiutarlo, per poi cedere alla prospettiva di essere aiutata nello studio da Hasegawa. Riuscirà il ragazzo a conquistare l'amata con l'aiuto di Anna?""]"	ASHITA, KIMI NI SUKI TTE IU.
https://www.animeclick.it/manga/25832/ashita-naisho-no-kiss-shiyou	Ashita, Naisho no Kiss shiyou	"""Lets make a secret kiss tomorrow"""	Kodansha	Giappone	Uri Sugata	Uri Sugata	Shoujo	Commedia  Scolastico  Sentimentale	2018 - 2019	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Dessert	Scuola-superiore  Amici-di-infanzia  relazione-d-amore-segreta  Aspetto-diverso-dalla-personalità  protagonista-femminile-con-occhiali  Relazione-tra-studenti  Da-non-popolare-a-popolare	1 In lettura, 0 Completo, 1 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere - drop rate: 0,00%	"[""Trama: Saya e Yuuto sono amici d'infanzia e, da poco, anche fidanzati. Il giorno del loro ingresso al liceo, tuttavia, Saya riceve una sorpresa: il timido Yuuto ha cambiato look, diventando così da subito popolare con tutte le ragazze della nuova scuola! Impaurita all'idea di dover competere con così tante pretendenti, Saya chiede al proprio ragazzo di tenere segreta la loro relazione; inizia così la nuova vita scolastica dei due fidanzatini segreti.""]"	ASHITA, NAISHO NO KISS SHIYOU
https://www.animeclick.it/manga/16069/assari-chocolate	Assari Chocolate	Assari Chocolate	Shueisha	Giappone	Ryō Ikuemi	Ryō Ikuemi	Shoujo	Drammatico  Scolastico  Sentimentale	2004	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Margaret	amnesia  Sentimenti-inespressi  Eredità  Protagonista-arrogante  Gatti  Raccolta-di-storie-brevi	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere	"['Trama: Raccolta di storie brevi: la prima parla di un ragazzo che trova fastidiose tutte le ragazze che conosce, fino a quando una di queste non si interessa a lui; la seconda narra di una giovane coppia che riceve la visita di uno straniero che gli chiede un ""premio di consolazione""; la terza è incentrata sulla storia di un gatto cresciuto da una coppia; la quarta e ultima storia parla di un amore adolescenziale tra una coppia piuttosto improbabile.']"	ASSARI CHOCOLATE
https://www.animeclick.it/manga/31981/astaroth-chronicles	Asutaroto Kuronikuru	Astaroth Chronicle	Shogakukan	Giappone	Marie Yamada	Marie Yamada	Shoujo	Fantasy  Raccolta  Soprannaturale	2017	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Margaret	Demoni  Raccolta-di-storie-interconnesse  Evocazioni  Mitologia	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"[""Trama: Raccolta di diverse storie brevi inizialmente pubblicate a partire dal 1995, e dedicate ad Astarot, il più bello e il più brutale tra i demoni, reincarnatosi nel mondo umano. Include negli extra un contributo sul mito di Cthulhu ad opera di Takeru Nanjou, e una storia scritta e disegnata dalla figlia dell'autore, Marie Yamada.""]"	ASTAROT CHRONICLE
https://www.animeclick.it/manga/14644/atashi-no-banbi	Atashi no Banbi	My Bambi	Shueisha	Giappone	Akira Ozaki	Akira Ozaki	Shoujo	Commedia  Scolastico  Sentimentale	2011	1	completato	inedito	Nessuna	6,800   (#4145 in manga) (1 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Bessatsu Margaret	delinquenti  Protagonista-che-si-impegna  Protagonista-studiosa	0 In lettura, 5 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 17 Da leggere - drop rate: 0,00%	"[""Trama: Haruko Nanase non è mai stata la più brillante a scuola ma grazie al suo grande impegno è entrata in una prestigiosa scuola ed è tra le prime della classe. Un giorno, in treno assiste a una lite tra due ragazzi, uno dei quali ha la sua stessa uniforme. Quest'ultimo le chiede dei soldi ma lei scappa... una fuga che durerà ben poco, perché il giorno dopo scoprirà che lui è un suo compagno di classe ed è seduto accanto a lei.""]"	ATASHI NO BANBI
https://www.animeclick.it/manga/23456/atashi-no	Atashi no!	Atashi no!	Shueisha	Giappone	Momoko Koda	Momoko Koda	Shoujo	Commedia  Poliziesco  Sentimentale	2017	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsuma	delinquenti  Protagonista-che-si-impegna  Protagonista-studiosa	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere	['Trama:']	ATASHI NO!
